DDX11L1	1	11874	14409	misc_RNA
WASH7P	1	14362	29370	misc_RNA
MIR6859-1	1	17369	17436	precursor_RNA
MIR1302-2	1	30366	30503	precursor_RNA
FAM138A	1	34611	36081	ncRNA
LOC105379212	1	51943	53959	ncRNA
OR4F5	1	69091	70008	mRNA
LOC105379213	1	96600	107727	ncRNA
CICP27	1	131068	134836	exon
LOC729737	1	134773	140566	ncRNA
LOC100996442	1	141934	174394	misc_RNA
LOC105379214	1	176545	180102	ncRNA
LOC102725121	1	181045	184254	mRNA
LOC102723897	1	184916	200470	mRNA
MIR6859-2	1	187891	187958	precursor_RNA
LOC102723917	1	268133	297530	ncRNA
LOC105379431	1	271648	284291	ncRNA
LOC105379248	1	360087	366034	ncRNA
OR4F29	1	450740	451678	mRNA
CICP7	1	487055	490819	exon
LOC100132287	1	490756	495445	ncRNA
LOC100134822	1	497259	532779	misc_RNA
LOC105378947	1	586287	611297	mRNA
LOC101928626	1	627380	629009	ncRNA
MIR6723	1	632325	632413	precursor_RNA
OR4F16	1	685716	686654	mRNA
LOC105378582	1	688825	732141	misc_RNA
CICP3	1	722046	725822	exon
LOC100133331	1	725759	730351	ncRNA
LOC100288069	1	764865	778688	ncRNA
LOC105378581	1	778798	784251	ncRNA
LOC100287934	1	785940	787186	misc_RNA
LOC105378580	1	803398	805130	misc_RNA
FAM87B	1	817371	819834	ncRNA
LINC00115	1	826206	827522	ncRNA
LINC01128	1	827591	859446	ncRNA
FAM41C	1	868071	876802	ncRNA
TUBB8P11	1	873291	874514	exon
LOC284600	1	905115	920484	ncRNA
LOC100130417	1	916818	919692	ncRNA
SAMD11	1	925741	944581	mRNA
NOC2L	1	944203	959299	mRNA
KLHL17	1	959952	965720	mRNA
PLEKHN1	1	966497	975108	mRNA
PERM1	1	975199	982117	mRNA
LOC105378583	1	982073	989979	ncRNA
HES4	1	998962	1001285	mRNA
ISG15	1	1013467	1014540	mRNA
AGRN	1	1020101	1056119	mRNA
LOC100288175	1	1059713	1061058	misc_RNA
LOC105369174	1	1061207	1066390	mRNA
LOC105378948	1	1065635	1069326	mRNA
RNF223	1	1071746	1074307	mRNA
C1orf159	1	1081818	1116356	mRNA
LOC105378584	1	1093333	1094038	ncRNA
LINC01342	1	1137017	1144056	ncRNA
MIR200B	1	1167104	1167198	precursor_RNA
MIR200A	1	1167863	1167952	precursor_RNA
MIR429	1	1169005	1169087	precursor_RNA
TTLL10-AS1	1	1173055	1179555	misc_RNA
TTLL10	1	1173898	1197935	mRNA
TNFRSF18	1	1203508	1206709	mRNA
TNFRSF4	1	1211326	1214638	mRNA
SDF4	1	1216908	1232067	mRNA
B3GALT6	1	1232249	1235041	mRNA
FAM132A	1	1242446	1247218	mRNA
UBE2J2	1	1253912	1273854	mRNA
LOC101928895	1	1274002	1279447	ncRNA
SCNN1D	1	1280415	1292029	mRNA
ACAP3	1	1292384	1307925	mRNA
MIR6726	1	1296110	1296170	precursor_RNA
PUSL1	1	1308571	1311677	mRNA
CPSF3L	1	1311585	1324687	mRNA
MIR6727	1	1312502	1312566	precursor_RNA
CPTP	1	1324756	1328896	mRNA
TAS1R3	1	1328999	1335320	mRNA
DVL1	1	1335278	1349158	mRNA
MIR6808	1	1339650	1339708	precursor_RNA
MXRA8	1	1352689	1363541	mRNA
AURKAIP1	1	1373730	1375438	mRNA
CCNL2	1	1385711	1399338	mRNA
LOC148413	1	1399530	1402046	ncRNA
MRPL20	1	1401896	1407834	mRNA
ANKRD65	1	1418420	1421820	mRNA
LOC105378585	1	1420245	1423287	ncRNA
TMEM88B	1	1426128	1427787	mRNA
LOC102724312	1	1430157	1434573	ncRNA
VWA1	1	1435523	1442882	mRNA
ATAD3C	1	1441301	1470158	mRNA
ATAD3B	1	1471732	1509479	mRNA
ATAD3A	1	1512143	1534687	mRNA
TMEM240	1	1534778	1540360	mRNA
SSU72	1	1541673	1574882	mRNA
C1orf233	1	1598008	1600096	mRNA
LOC105378586	1	1600288	1607378	ncRNA
MIB2	1	1614975	1630610	mRNA
LOC105378587	1	1625285	1626651	ncRNA
MMP23B	1	1632181	1634654	mRNA
CDK11B	1	1635226	1659839	mRNA
SLC35E2B	1	1660025	1692804	mRNA
LOC100288379	1	1673283	1674435	exon
MMP23A	1	1699939	1701808	misc_RNA
CDK11A	1	1702730	1724352	mRNA
SLC35E2	1	1724838	1745999	mRNA
LOC100129381	1	1735819	1737291	exon
LOC105378588	1	1745725	1751773	ncRNA
NADK	1	1751232	1780514	mRNA
GNB1	1	1785285	1891117	mRNA
LOC105378949	1	1885960	1893010	mRNA
CALML6	1	1913752	1917294	mRNA
TMEM52	1	1917589	1919301	mRNA
CFAP74	1	1921951	2003837	mRNA
LOC105378589	1	2013222	2016584	ncRNA
GABRD	1	2019329	2030753	mRNA
LOC105378590	1	2034986	2047444	ncRNA
LOC105378591	1	2049201	2050143	ncRNA
PRKCZ	1	2050470	2185395	mRNA
LOC100506504	1	2181811	2184360	mRNA
C1orf86	1	2184460	2212720	mRNA
LOC105378593	1	2207013	2208854	ncRNA
LOC105378592	1	2208942	2215211	mRNA
SKI	1	2228695	2310213	mRNA
LOC105378594	1	2280383	2284676	mRNA
LOC105378595	1	2314980	2319268	ncRNA
MORN1	1	2321253	2391751	mRNA
LOC100129534	1	2350414	2352661	misc_RNA
RER1	1	2391314	2405444	mRNA
PEX10	1	2404802	2413780	mRNA
PLCH2	1	2415782	2505530	mRNA
PANK4	1	2508531	2526628	mRNA
HES5	1	2528745	2530245	mRNA
LOC115110	1	2549920	2557011	ncRNA
TNFRSF14	1	2556365	2565622	mRNA
LOC100996583	1	2566535	2584534	ncRNA
LOC105378596	1	2567830	2570106	ncRNA
FAM213B	1	2586460	2591469	misc_RNA
MMEL1	1	2590639	2633042	mRNA
LOC105378597	1	2633111	2636620	ncRNA
TTC34	1	2636988	2789665	mRNA
LOC105378603	1	2700560	2702756	ncRNA
LOC105378602	1	2701552	2702276	ncRNA
LOC105378601	1	2762488	2763382	ncRNA
LOC105378598	1	2763419	2784733	ncRNA
LOC105378600	1	2766073	2766810	ncRNA
LOC105378599	1	2773495	2774394	ncRNA
ACTRT2	1	3021482	3022903	mRNA
LINC00982	1	3059617	3067725	ncRNA
PRDM16	1	3068227	3438621	mRNA
MIR4251	1	3127975	3128035	precursor_RNA
LOC105378606	1	3161279	3167573	ncRNA
LOC105378605	1	3210736	3213909	ncRNA
LOC105378604	1	3306636	3323585	ncRNA
ARHGEF16	1	3454583	3481115	mRNA
MEGF6	1	3487942	3624757	mRNA
LOC105378608	1	3546961	3550526	ncRNA
MIR551A	1	3560695	3560790	precursor_RNA
LOC105378607	1	3602893	3607681	ncRNA
TPRG1L	1	3624992	3630131	mRNA
WRAP73	1	3630767	3650107	mRNA
TP73	1	3652565	3736201	mRNA
LOC105378610	1	3658649	3665313	ncRNA
LOC105378609	1	3674735	3677526	ncRNA
TP73-AS1	1	3735984	3747373	ncRNA
CCDC27	1	3752398	3771645	mRNA
SMIM1	1	3772761	3775982	mRNA
LRRC47	1	3780220	3796504	mRNA
CEP104	1	3812081	3857387	mRNA
DFFB	1	3857143	3885429	mRNA
C1orf174	1	3889133	3900293	mRNA
LINC01134	1	3900404	3915447	ncRNA
LINC01346	1	3940612	3952583	ncRNA
LOC105376672	1	3944540	3949012	ncRNA
LOC105376673	1	3995104	3998855	ncRNA
LOC284661	1	4412051	4424684	ncRNA
LOC105376674	1	4432146	4443683	ncRNA
LOC105376679	1	4571514	4594998	ncRNA
LOC105378611	1	4582293	4587722	ncRNA
AJAP1	1	4655045	4792534	mRNA
LOC105376680	1	4973391	4983958	ncRNA
LOC102724429	1	4998037	5016708	ncRNA
LOC105376681	1	5088251	5098548	ncRNA
LOC105376682	1	5131856	5135373	ncRNA
LOC105376686	1	5490842	5494629	ncRNA
MIR4417	1	5564071	5564143	precursor_RNA
LOC100287877	1	5705568	5713772	misc_RNA
MIR4689	1	5862672	5862741	precursor_RNA
NPHP4	1	5862808	5992505	mRNA
KCNAB2	1	5992298	6101193	mRNA
CHD5	1	6101787	6180134	mRNA
LOC105376687	1	6131763	6132692	ncRNA
RPL22	1	6185020	6199619	mRNA
LOC102724450	1	6204840	6205780	ncRNA
RNF207	1	6205775	6221299	mRNA
ICMT	1	6221193	6235984	mRNA
LINC00337	1	6236240	6239444	ncRNA
HES3	1	6244158	6245578	mRNA
GPR153	1	6247346	6260990	mRNA
ACOT7	1	6264272	6393766	mRNA
LOC105376688	1	6385583	6387249	ncRNA
HES2	1	6415232	6424664	mRNA
ESPN	1	6424776	6460944	mRNA
