DDX11L1	1	11874	14409
WASH7P	1	14362	29370
MIR6859-1	1	17369	17436
MIR1302-2	1	30366	30503
FAM138A	1	34611	36081
LOC105379212	1	51943	53959
OR4G4P	1	52453	53396
OR4G11P	1	63016	63885
OR4F5	1	69091	70008
LOC105379213	1	96600	107727
CICP27	1	131068	134836
LOC729737	1	134773	140566
LOC100996442	1	141934	174394
LOC105379214	1	176545	180102
LOC102725121	1	181045	184254
LOC102723897	1	184916	200470
MIR6859-2	1	187891	187958
RPL23AP21	1	258019	259027
LOC102723917	1	268133	297530
LOC105379431	1	271648	284291
RPL23AP24	1	348069	348323
LOC105379248	1	360087	366034
OR4F29	1	450740	451678
CICP7	1	487055	490819
LOC100132287	1	490756	495445
LOC100134822	1	497259	532779
LOC105378947	1	586287	611297
LOC101928626	1	627380	629009
MTND1P23	1	629062	629440
MTND2P28	1	629640	630686
MIR6723	1	632325	632413
OR4F16	1	685716	686654
LOC105378582	1	688825	732141
CICP3	1	722046	725822
LOC100133331	1	725759	730351
LOC100288069	1	764865	778688
LOC105378581	1	778798	784251
LOC100287934	1	785940	787186
LOC105378580	1	803398	805130
FAM87B	1	817371	819834
LINC00115	1	826206	827522
LINC01128	1	827591	859446
FAM41C	1	868071	876802
TUBB8P11	1	873291	874514
LOC284600	1	905115	920484
LOC100130417	1	916818	919692
SAMD11	1	925741	944581
NOC2L	1	944203	959299
KLHL17	1	959952	965720
PLEKHN1	1	966497	975108
PERM1	1	975199	982117
LOC105378583	1	982073	989979
HES4	1	998962	1001285
RPL39P12	1	1008074	1008229
ISG15	1	1013467	1014540
AGRN	1	1020101	1056119
LOC100288175	1	1059713	1061058
LOC105369174	1	1061207	1066390
LOC105378948	1	1065635	1069326
RNF223	1	1071746	1074307
C1orf159	1	1081818	1116356
LOC105378584	1	1093333	1094038
LINC01342	1	1137017	1144056
MIR200B	1	1167104	1167198
MIR200A	1	1167863	1167952
MIR429	1	1169005	1169087
TTLL10-AS1	1	1173055	1179555
TTLL10	1	1173898	1197935
TNFRSF18	1	1203508	1206709
TNFRSF4	1	1211326	1214638
SDF4	1	1216908	1232067
B3GALT6	1	1232249	1235041
FAM132A	1	1242446	1247218
UBE2J2	1	1253912	1273854
LOC101928895	1	1274002	1279447
SCNN1D	1	1280415	1292029
ACAP3	1	1292384	1307925
MIR6726	1	1296110	1296170
PUSL1	1	1308571	1311677
CPSF3L	1	1311585	1324687
MIR6727	1	1312502	1312566
CPTP	1	1324756	1328896
TAS1R3	1	1328999	1335320
DVL1	1	1335278	1349158
MIR6808	1	1339650	1339708
MXRA8	1	1352689	1363541
AURKAIP1	1	1373730	1375438
CCNL2	1	1385711	1399338
LOC148413	1	1399530	1402046
MRPL20	1	1401896	1407834
ANKRD65	1	1418420	1421820
LOC105378585	1	1420245	1423287
TMEM88B	1	1426128	1427787
LOC102724312	1	1430157	1434573
VWA1	1	1435523	1442882
ATAD3C	1	1441301	1470158
ATAD3B	1	1471732	1509479
ATAD3A	1	1512143	1534687
TMEM240	1	1534778	1540360
SSU72	1	1541673	1574882
C1orf233	1	1598008	1600096
LOC105378586	1	1600288	1607378
MIB2	1	1614975	1630610
LOC105378587	1	1625285	1626651
MMP23B	1	1632181	1634654
CDK11B	1	1635226	1659839
SLC35E2B	1	1660025	1692804
LOC100288379	1	1673283	1674435
MMP23A	1	1699939	1701808
CDK11A	1	1702730	1724352
SLC35E2	1	1724838	1745999
LOC100129381	1	1735819	1737291
LOC105378588	1	1745725	1751773
NADK	1	1751232	1780514
GNB1	1	1785285	1891117
LOC105378949	1	1885960	1893010
CALML6	1	1913752	1917294
TMEM52	1	1917589	1919301
CFAP74	1	1921951	2003837
LOC105378589	1	2013222	2016584
GABRD	1	2019329	2030753
LOC105378590	1	2034986	2047444
LOC105378591	1	2049201	2050143
PRKCZ	1	2050470	2185395
LOC100506504	1	2181811	2184360
C1orf86	1	2184460	2212720
LOC105378593	1	2207013	2208854
LOC105378592	1	2208942	2215211
SKI	1	2228695	2310213
LOC105378594	1	2280383	2284676
LOC105378595	1	2314980	2319268
MORN1	1	2321253	2391751
LOC100129534	1	2350414	2352661
RER1	1	2391314	2405444
PEX10	1	2404802	2413780
PLCH2	1	2415782	2505530
PANK4	1	2508531	2526628
HES5	1	2528745	2530245
LOC115110	1	2549920	2557011
TNFRSF14	1	2556365	2565622
LOC100996583	1	2566535	2584534
LOC105378596	1	2567830	2570106
FAM213B	1	2586460	2591469
MMEL1	1	2590639	2633042
LOC105378597	1	2633111	2636620
TTC34	1	2636988	2789665
LOC105378603	1	2700560	2702756
LOC105378602	1	2701552	2702276
LOC105378601	1	2762488	2763382
LOC105378598	1	2763419	2784733
LOC105378600	1	2766073	2766810
LOC105378599	1	2773495	2774394
ACTRT2	1	3021482	3022903
LINC00982	1	3059617	3067725
PRDM16	1	3068227	3438621
LOC100420339	1	3069658	3070697
MIR4251	1	3127975	3128035
LOC105378606	1	3161279	3167573
LOC105378605	1	3210736	3213909
LOC105378604	1	3306636	3323585
ARHGEF16	1	3454583	3481115
MEGF6	1	3487942	3624757
LOC105378608	1	3546961	3550526
MIR551A	1	3560695	3560790
LOC105378607	1	3602893	3607681
TPRG1L	1	3624992	3630131
WRAP73	1	3630767	3650107
TP73	1	3652565	3736201
LOC105378610	1	3658649	3665313
LOC105378609	1	3674735	3677526
TP73-AS1	1	3735984	3747373
CCDC27	1	3752398	3771645
SMIM1	1	3772761	3775982
LRRC47	1	3780220	3796504
CEP104	1	3812081	3857387
DFFB	1	3857143	3885429
C1orf174	1	3889133	3900293
LINC01134	1	3900404	3915447
LINC01346	1	3940612	3952583
LOC105376672	1	3944540	3949012
LOC105376673	1	3995104	3998855
EEF1DP6	1	4175463	4175899
LOC284661	1	4412051	4424684
LOC105376674	1	4432146	4443683
LOC105376679	1	4571514	4594998
LOC105378611	1	4582293	4587722
AJAP1	1	4655045	4792534
LOC105376680	1	4973391	4983958
LOC102724429	1	4998037	5016708
LOC105376681	1	5088251	5098548
LOC105376682	1	5131856	5135373
LOC105376686	1	5490842	5494629
MIR4417	1	5564071	5564143
LOC100287877	1	5705568	5713772
MIR4689	1	5862672	5862741
NPHP4	1	5862808	5992505
KCNAB2	1	5992298	6101193
CHD5	1	6101787	6180134
LOC105376687	1	6131763	6132692
RPL22	1	6185020	6199619
