DDX11L1	1	11874	14409	misc_RNA
WASH7P	1	14362	29370	misc_RNA
MIR1302-2	1	30366	30503	precursor_RNA
FAM138A	1	34611	36081	misc_RNA
OR4F5	1	69091	70008	mRNA
LOC101927589	1	92224	133748	exon
LOC729737	1	134773	140566	misc_RNA
LOC100996442	1	142447	174392	misc_RNA
LOC100132287	1	320162	328581	misc_RNA
OR4F29	1	367659	368597	mRNA
LOC101929192	1	446168	459929	misc_RNA
LOC101929209	1	462424	471009	misc_RNA
LOC101928626	1	562760	564389	misc_RNA
OR4F16	1	621096	622034	mRNA
LOC100133331	1	661139	665731	misc_RNA
LOC101928706	1	670970	672114	misc_RNA
LOC101060494	1	674381	676182	misc_RNA
LOC100288069	1	678203	714068	misc_RNA
LOC100287934	1	721100	722507	misc_RNA
FAM87B	1	752751	755214	misc_RNA
LINC00115	1	761586	762902	misc_RNA
LOC643837	1	762971	794826	misc_RNA
FAM41C	1	803451	812182	misc_RNA
TUBB8P11	1	808671	809894	exon
LOC284600	1	846815	850162	misc_RNA
LOC100130417	1	852953	854817	misc_RNA
LOC101928801	1	856660	859125	misc_RNA
SAMD11	1	859993	879961	mRNA
NOC2L	1	879583	894679	mRNA
KLHL17	1	895967	901099	mRNA
PLEKHN1	1	901872	910488	mRNA
C1orf170	1	910579	917473	misc_RNA
HES4	1	934342	936608	mRNA
ISG15	1	948847	949920	mRNA
AGRN	1	955503	991499	mRNA
LOC100288175	1	995095	1001833	misc_RNA
RNF223	1	1007126	1009687	mRNA
C1orf159	1	1017198	1051736	mRNA
LOC254099	1	1072397	1079436	misc_RNA
MIR200B	1	1102484	1102578	precursor_RNA
MIR200A	1	1103243	1103332	precursor_RNA
MIR429	1	1104385	1104467	precursor_RNA
TTLL10-AS1	1	1108442	1112585	misc_RNA
TTLL10	1	1109286	1133315	mRNA
TNFRSF18	1	1138888	1142163	mRNA
TNFRSF4	1	1146706	1149703	mRNA
SDF4	1	1152288	1167447	mRNA
B3GALT6	1	1167629	1170421	mRNA
FAM132A	1	1177826	1182102	mRNA
UBE2J2	1	1189292	1209234	mRNA
LOC101928895	1	1209454	1214610	misc_RNA
SCNN1D	1	1215816	1227409	mRNA
ACAP3	1	1227764	1243304	mRNA
PUSL1	1	1243962	1247057	misc_RNA
CPSF3L	1	1246965	1260067	mRNA
GLTPD1	1	1260136	1264276	mRNA
TAS1R3	1	1266726	1269844	mRNA
DVL1	1	1270658	1284509	mRNA
LOC101929103	1	1284829	1288669	mRNA
MXRA8	1	1288071	1297183	mRNA
AURKAIP1	1	1309110	1310818	mRNA
CCNL2	1	1321091	1334718	mRNA
LOC148413	1	1334910	1337426	misc_RNA
MRPL20	1	1337276	1342693	mRNA
ANKRD65	1	1353800	1356824	mRNA
TMEM88B	1	1361508	1363167	mRNA
VWA1	1	1370903	1378262	mRNA
ATAD3C	1	1378152	1405538	mRNA
ATAD3B	1	1407139	1444852	mRNA
ATAD3A	1	1447523	1470067	mRNA
TMEM240	1	1470158	1475740	mRNA
SSU72	1	1477053	1510262	mRNA
C1orf233	1	1533388	1535476	mRNA
MIB2	1	1550795	1565990	mRNA
MMP23B	1	1567060	1570030	mRNA
CDK11B	1	1571100	1590473	mRNA
SLC35E2B	1	1591486	1624243	mRNA
MMP23A	1	1631378	1633247	misc_RNA
CDK11A	1	1633822	1655999	mRNA
SLC35E2	1	1656277	1677438	mRNA
LOC101928920	1	1658824	1662074	misc_RNA
NADK	1	1682671	1711508	mRNA
GNB1	1	1716725	1822552	mRNA
CALML6	1	1846266	1848733	mRNA
TMEM52	1	1849029	1850740	mRNA
KIAA1751	1	1853390	1935276	mRNA
GABRD	1	1950768	1962192	mRNA
PRKCZ	1	1981909	2116834	mRNA
LOC101929017	1	2072523	2076718	misc_RNA
LOC100506504	1	2113250	2115812	mRNA
C1orf86	1	2115899	2144159	mRNA
SKI	1	2160134	2241652	mRNA
MORN1	1	2251719	2323190	mRNA
LOC100129534	1	2281853	2284100	misc_RNA
RER1	1	2323214	2336883	mRNA
PEX10	1	2336241	2344010	mRNA
PLCH2	1	2407754	2436964	mRNA
PANK4	1	2439975	2458061	mRNA
HES5	1	2460184	2461684	mRNA
LOC115110	1	2481359	2484284	misc_RNA
LOC100133445	1	2487208	2488450	misc_RNA
TNFRSF14	1	2487291	2495268	misc_RNA
LOC100996583	1	2512999	2515972	misc_RNA
FAM213B	1	2517899	2522908	misc_RNA
MMEL1	1	2522078	2564499	mRNA
TTC34	1	2572807	2706230	mRNA
LOC101929067	1	2594829	2598393	mRNA
ACTRT2	1	2938046	2939467	mRNA
LINC00982	1	2976181	2984289	misc_RNA
PRDM16	1	2985565	3355185	mRNA
MIR4251	1	3044539	3044599	precursor_RNA
ARHGEF16	1	3371147	3397677	mRNA
MEGF6	1	3404506	3528059	mRNA
MIR551A	1	3477259	3477354	precursor_RNA
TPRG1L	1	3541556	3546695	mRNA
WRAP73	1	3547331	3566671	mRNA
TP73	1	3569129	3652765	mRNA
TP73-AS1	1	3652177	3663937	misc_RNA
CCDC27	1	3668965	3688209	mRNA
SMIM1	1	3689352	3692546	mRNA
LRRC47	1	3696784	3713068	mRNA
CEP104	1	3728645	3773797	mRNA
DFFB	1	3773845	3801993	mRNA
C1orf174	1	3805697	3816857	mRNA
LOC100133612	1	3816968	3832011	misc_RNA
LOC728716	1	4000672	4012643	misc_RNA
LOC284661	1	4472111	4484744	misc_RNA
AJAP1	1	4715105	4843851	mRNA
MIR4417	1	5624131	5624203	precursor_RNA
LOC100287877	1	5768231	5772255	misc_RNA
MIR4689	1	5922732	5922801	precursor_RNA
NPHP4	1	5922870	6052618	mRNA
KCNAB2	1	6052358	6161253	mRNA
CHD5	1	6161847	6240194	mRNA
LOC101928723	1	6161847	6165323	mRNA
RPL22	1	6245080	6259679	mRNA
RNF207	1	6266189	6281359	mRNA
ICMT	1	6281253	6296044	mRNA
LINC00337	1	6296300	6299504	misc_RNA
HES3	1	6304252	6305638	mRNA
GPR153	1	6307406	6321035	mRNA
ACOT7	1	6324332	6453826	mRNA
HES2	1	6475292	6484724	mRNA
ESPN	1	6484836	6521004	mRNA
MIR4252	1	6489894	6489956	precursor_RNA
TNFRSF25	1	6520787	6527432	mRNA
PLEKHG5	1	6526152	6580121	mRNA
NOL9	1	6581407	6614658	mRNA
TAS1R1	1	6614987	6639817	mRNA
ZBTB48	1	6640051	6649340	mRNA
KLHL21	1	6650784	6662958	mRNA
PHF13	1	6673756	6684093	mRNA
THAP3	1	6684925	6695646	mRNA
DNAJC11	1	6694228	6761966	mRNA
LOC100505887	1	6787587	6790053	misc_RNA
LOC100996592	1	6843952	6845040	misc_RNA
CAMTA1	1	6845384	7829766	mRNA
LOC100129476	1	7110002	7111831	misc_RNA
LOC101928836	1	7500884	7501574	misc_RNA
LOC101928811	1	7677477	7680682	misc_RNA
VAMP3	1	7831329	7841492	mRNA
PER3	1	7844413	7905241	mRNA
UTS2	1	7907672	7913551	mRNA
TNFRSF9	1	7975931	8003225	mRNA
PARK7	1	8021714	8045342	mRNA
ERRFI1	1	8071779	8086393	mRNA
RPL7AP18	1	8117241	8118547	exon
SLC45A1	1	8378171	8404227	mRNA
RERE	1	8412464	8877699	mRNA
RPL7P11	1	8810469	8811150	exon
RPL7P7	1	8846188	8847010	exon
ENO1	1	8921059	8939151	mRNA
ENO1-AS1	1	8938894	8939944	misc_RNA
CA6	1	9005893	9035151	mRNA
SLC2A7	1	9063359	9086404	mRNA
SLC2A5	1	9097005	9131763	mRNA
GPR157	1	9163472	9189229	mRNA
MIR34A	1	9211727	9211836	precursor_RNA
H6PD	1	9294822	9331396	mRNA
SPSB1	1	9335202	9429591	mRNA
LOC100506022	1	9486258	9489055	misc_RNA
SLC25A33	1	9599528	9642831	mRNA
RPL9P11	1	9636463	9637139	exon
TMEM201	1	9648932	9674935	mRNA
PIK3CD	1	9711789	9789172	mRNA
C1orf200	1	9712668	9714644	misc_RNA
LOC101929074	1	9740903	9747627	misc_RNA
CLSTN1	1	9789079	9884550	mRNA
CTNNBIP1	1	9908334	9970316	mRNA
LZIC	1	9982168	10003460	mRNA
NMNAT1	1	10003486	10045556	mRNA
MIR5697	1	10027439	10027516	precursor_RNA
RBP7	1	10057255	10076078	mRNA
UBE4B	1	10093041	10241297	mRNA
KIF1B	1	10270606	10441664	mRNA
MIR1273D	1	10287776	10287861	precursor_RNA
PGD	1	10458884	10480565	mRNA
APITD1	1	10489944	10510239	mRNA
APITD1-CORT	1	10490159	10512060	mRNA
CORT	1	10509776	10512060	mRNA
DFFA	1	10520588	10532613	mRNA
